"Id","SalePrice"
1461,129122.330033333
1462,153970.261466667
1463,179769.951066667
1464,185619.074133333
1465,193419.1515
1466,184737.8736
1467,174040.294433333
1468,177252.541533333
1469,179581.095533333
1470,122925.479633333
1471,201898.2623
1472,95670.592
1473,99419.6775333334
1474,155456.552366667
1475,127775.246666667
1476,391752.246
1477,252996.655866667
1478,314508.422233333
1479,273263.406133333
1480,503715.304633333
1481,318605.566766667
1482,207055.9154
1483,183738.197466667
1484,174180.371666667
1485,175848.6984
1486,204455.620333333
1487,313604.7981
1488,234477.230566667
1489,200413.9097
1490,216215.492566667
1491,198377.325566667
1492,100976.39
1493,177817.940733333
1494,308617.101333333
1495,299403.9225
1496,237823.456033333
1497,192061.4008
1498,157662.9449
1499,156155.568833333
1500,159054.336166667
1501,173918.191166667
1502,157664.380466667
1503,284940.087866667
1504,230795.6589
1505,218985.376266667
1506,183643.699133333
1507,241061.7443
1508,199135.3958
1509,161118.513333333
1510,152324.239966667
1511,153004.522766667
1512,170842.8805
1513,152892.6521
1514,168154.226066667
1515,200329.059633333
1516,168864.339366667
1517,156450.307733333
1518,133310.8783
1519,227624.566066667
1520,138866.546833333
1521,145555.279533333
1522,165669.205333333
1523,117159.867033333
1524,122782.589466667
1525,132471.449166667
1526,130814.076866667
1527,104944.445533333
1528,127832.739933333
1529,140809.089
1530,167886.161333333
1531,134805.935766667
1532,107309.797933333
1533,139927.884
1534,113889.182033333
1535,165408.345733333
1536,116658.149533333
1537,90910.5178666667
1538,170614.3111
1539,238082.9936
1540,124815.734533333
1541,149853.847033333
1542,142224.829366667
1543,201170.339166667
1544,81782.9799333334
1545,106262.012133333
1546,124705.6132
1547,137741.943166667
1548,133262.184333333
1549,115461.6842
1550,142889.7878
1551,119139.422266667
1552,148609.358633333
1553,149266.886633333
1554,117499.6172
1555,172029.657466667
1556,98396.2522666666
1557,128751.578933333
1558,94330.4731333333
1559,118010.522333333
1560,152263.2687
1561,163228.067533333
1562,126241.969833333
1563,122782.778866667
1564,162102.709733333
1565,157410.809333333
1566,231097.154933333
1567,79060.8875666667
1568,221893.487933333
1569,152576.538566667
1570,136715.7188
1571,133057.586366667
1572,145599.966333333
1573,245394.7369
1574,122232.908366667
1575,220165.350133333
1576,237263.335666667
1577,197096.679033333
1578,152405.583533333
1579,145696.435966667
1580,194086.4374
1581,141291.941333333
1582,126689.2378
1583,340441.281466666
1584,245569.6681
1585,139904.376866667
1586,77818.8364333333
1587,110195.0008
1588,148528.478466667
1589,102888.723366667
1590,130090.4996
1591,102120.103533333
1592,128359.3637
1593,118549.1125
1594,143062.559233333
1595,131209.2598
1596,233486.266466667
1597,168778.314066667
1598,196890.4498
1599,190289.582766667
1600,183992.974966667
1601,80834.4977333333
1602,112654.4018
1603,99344.1313666667
1604,289528.125533333
1605,259284.349433333
1606,170768.517
1607,172997.742366667
1608,212574.910433333
1609,198328.033133333
1610,163066.2994
1611,152178.8403
1612,175314.776966667
1613,172671.189933333
1614,122039.554233333
1615,90559.5219
1616,85630.5134
1617,92638.8278333333
1618,125483.464266667
1619,136635.615466667
1620,170615.314933333
1621,146113.704233333
1622,149255.954266667
1623,290979.708433333
1624,221949.3692
1625,129362.6163
1626,172153.8158
1627,186795.276533333
1628,294380.9968
1629,178253.890266667
1630,342141.672433333
1631,215741.9444
1632,248713.9343
1633,171438.129133333
1634,184401.8093
1635,180771.648333333
1636,163375.7997
1637,183662.434333333
1638,221205.154533333
1639,184614.0796
1640,255505.191366667
1641,186159.772366667
1642,226196.838266667
1643,232502.137966667
1644,228112.724533333
1645,184178.658066667
1646,157802.7806
1647,163157.064633333
1648,140023.380533333
1649,138019.943166667
1650,121111.951
1651,121748.008633333
1652,94232.6945
1653,97257.5233
1654,156801.3145
1655,148242.612933333
1656,152785.155433333
1657,156200.202566667
1658,158319.6298
1659,135370.375933333
1660,153674.551133333
1661,474116.720566666
1662,409229.473033333
1663,397568.465166666
1664,467308.7348
1665,332405.039566667
1666,339192.7898
1667,362716.6198
1668,334550.746566666
1669,308406.461566667
1670,352459.913833333
1671,265734.171166667
1672,476253.285033333
1673,306981.0126
1674,253800.8698
1675,193295.262133334
1676,191798.550066667
1677,210631.263833333
1678,459228.9826
1679,388581.683366667
1680,320964.1602
1681,260283.601533333
1682,308007.4616
1683,187374.928666667
1684,174832.6127
1685,174531.5649
1686,169223.173533333
1687,166900.5506
1688,188439.0657
1689,190093.1731
1690,188156.363133333
1691,174738.611533333
1692,277929.656666667
1693,169973.0171
1694,182799.925466667
1695,169535.9789
1696,285290.997833333
1697,170372.718566667
1698,359603.684
1699,338756.969866667
1700,252050.548566667
1701,268935.2794
1702,256687.167933333
1703,255813.976466667
1704,294899.951466667
1705,229821.516833333
1706,460482.093733333
1707,207695.849333333
1708,202502.350366667
1709,281036.5844
1710,223742.879966667
1711,279339.2949
1712,248104.544633333
1713,270156.0925
1714,219157.381466667
1715,206305.021866667
1716,185309.375666667
1717,165574.4643
1718,138611.187933333
1719,209694.752166667
1720,252016.723866667
1721,169435.178366667
1722,124075.693033333
1723,158922.438133333
1724,205494.292033333
1725,231288.7641
1726,193508.476833333
1727,177301.1044
1728,187123.397833333
1729,169246.404366667
1730,165416.873233333
1731,124235.446066667
1732,131218.900733333
1733,119190.7429
1734,132785.321833333
1735,133359.7382
1736,117527.1514
1737,343148.741766667
1738,222456.815766667
1739,289530.840666667
1740,203512.498333333
1741,186762.563566667
1742,173571.754766667
1743,173423.9334
1744,303153.033966667
1745,227049.796166667
1746,254972.806466667
1747,224305.220666667
1748,221197.5573
1749,162649.191033333
1750,150117.125533333
1751,238547.870633333
1752,122422.8702
1753,146609.217
1754,207131.149133333
1755,168935.3058
1756,122928.160133333
1757,118312.9109
1758,156501.430866667
1759,172782.209666667
1760,161386.647
1761,155342.047166667
1762,177586.3914
1763,179709.558966667
1764,120235.9382
1765,183950.269633333
1766,171832.4428
1767,211403.227866667
